أهلا	Hello
Is this possible?	هل هذا ممكن
هل تحتاج إلى مساعدة	Do you need help?
Do you need help?	هل تحتاج إلى مساعدة
هل تريد المتابعة	Do you want to continue?
Do you want to continue?	هل تريد المتابعة
هل تريد الخروج	Do you want to go out?
Do you want to go out?	هل تريد الخروج
هل تريد الحفظ	Do you want to save?
Do you want to save?	هل تريد الحفظ
هل تريد الحذف	Do you want to delete
Do you want to delete	هل تريد الحذف
هل تريد التعديل	Do you want to edit?
Do you want to edit?	هل تريد التعديل
هل تريد التغيير	Do you want to change?
Do you want to change?	هل تريد التغيير
هل تريد إعادة المحاولة	Do you want to try again?
Do you want to try again?	هل تريد إعادة المحاولة
هل تريد الاستمرار	Do you want to continue?
Do you want to continue?	هل تريد الاستمرار
هل تريد العودة	Do you want to go back?
Do you want to go back?	هل تريد العودة
هل تريد البدء من جديد	Do you want to start over?
Do you want to start over?	هل تريد البدء من جديد
هل يمكنني الدخول	May I come in?
May I come in?	هل يمكنني الدخول
هل يمكنني الخروج	Can I come out?
Can I come out?	هل يمكنني الخروج
هل يمكنني استخدامه	Can I use it?
Can I use it?	هل يمكنني استخدامه
هل يمكنني تغييره	Can I change it
Can I change it	هل يمكنني تغييره
هل يمكنني حذفه	Can I delete it
Can I delete it	هل يمكنني حذفه
هل يمكنني حفظه	Can I save it
Can I save it	هل يمكنني حفظه
هل يمكننا البدء	Can we get started?
Can we get started?	هل يمكننا البدء
هل يمكننا المتابعة	Can we continue?
Can we continue?	هل يمكننا المتابعة
هل يمكننا العودة	Can we go back?
Can we go back?	هل يمكننا العودة
نعم	Yes
Yes	نعم
لا	No
No	لا
ربما	Maybe
Maybe	ربما
بالتأكيد	Absolutely
Absolutely	بالتأكيد
بالطبع	Of course
Of course	بالطبع
حسناً	Okay
Okay	حسناً
حسنا لنبدأ	Well let's get started
Well let's get started	حسنا لنبدأ
موافق	OK
OK	موافق
غير موافق	Disagree
Disagree	غير موافق
صحيح	Correct
Correct	صحيح
خطأ	Error
Error	خطأ
ممتاز	Excellent
Excellent	ممتاز
رائع	Great
Great	رائع
جيد جداً	Very good
Very good	جيد جداً
جيد	Good
Good	جيد
ليس سيئاً	Not bad
Not bad	ليس سيئاً
سيئ	Bad
Bad	سيئ
سيئ جداً	Very bad
Very bad	سيئ جداً
مذهل	Amazing
Amazing	مذهل
رائع جداً	Very cool
Very cool	رائع جداً
مستحيل	Impossible
Impossible	مستحيل
ممكن	Possible
Possible	ممكن
طبيعي	Natural
Natural	طبيعي
غريب	Strange
Strange	غريب
غريب جداً	Very strange
Very strange	غريب جداً
مثير للاهتمام	Interesting
Interesting	مثير للاهتمام
ممل	Boring
Boring	ممل
ممتع	Interesting
Interesting	ممتع
مفيد	Helpful
Helpful	مفيد
غير مفيد	is not useful
is not useful	غير مفيد
مهم جداً	Very important
Very important	مهم جداً
مهم للغاية	Very important
Very important	مهم للغاية
ضروري جداً	is very necessary
is very necessary	ضروري جداً
غير ضروري	is not necessary
is not necessary	غير ضروري
جاهز	Ready
Ready	جاهز
غير جاهز	is not ready
is not ready	غير جاهز
مشغول	is busy
is busy	مشغول
متاح	is available
is available	متاح
غير متاح	is not available
is not available	غير متاح
مفتوح	is open
is open	مفتوح
مغلق	Closed
Closed	مغلق
مفعل	is activated
is activated	مفعل
غير مفعل	is not activated
is not activated	غير مفعل
متصل	is online
is online	متصل
غير متصل	is offline
is offline	غير متصل
متوقف	is stopped
is stopped	متوقف
يعمل	works
works	يعمل
لا يعمل	is not working
is not working	لا يعمل
مكتمل	Complete
Complete	مكتمل
غير مكتمل	is incomplete
is incomplete	غير مكتمل
ناجح	Successful
Successful	ناجح
فاشل	Failed
Failed	فاشل
صحيح	Correct
Correct	صحيح
غير صحيح	is incorrect
is incorrect	غير صحيح
جديد	New
New	جديد
قديم	Old
Old	قديم
سريع	Fast
Fast	سريع
بطيء	Slow
Slow	بطيء
قريب	is close
is close	قريب
بعيد	far away
far away	بعيد
كبير	is large
is large	كبير
صغير	small
small	صغير
طويل	long
long	طويل
قصير	Short
Short	قصير
قوي	Strong
Strong	قوي
ضعيف	Weak
Weak	ضعيف
سهل	Easy
Easy	سهل
صعب	Difficult
Difficult	صعب
بسيط	Simple
Simple	بسيط
معقد	is complicated
is complicated	معقد
واضح	Clear
Clear	واضح
غامض	Ambiguous
Ambiguous	غامض
نظيف	Clean
Clean	نظيف
متسخ	Dirty
Dirty	متسخ
فارغ	is empty
is empty	فارغ
ممتلئ	is full
is full	ممتلئ
متوفر	Available
Available	متوفر
مفقود	is missing
is missing	مفقود
موجود	exists
exists	موجود
غير موجود	does not exist
does not exist	غير موجود
مسموح	is allowed
is allowed	مسموح
ممنوع	is prohibited
is prohibited	ممنوع
خاص	Private
Private	خاص
عام	General
General	عام
مؤقت	Temporary
Temporary	مؤقت
دائم	Permanent
Permanent	دائم
آمن	is safe
is safe	آمن
خطر	Danger
Danger	خطر
هادئ	Quiet
Quiet	هادئ
صاخب	Noisy
Noisy	صاخب
ساخن	Hot
Hot	ساخن
بارد	Cool
Cool	بارد
ثقيل	Heavy
Heavy	ثقيل
خفيف	Light
Light	خفيف
مرتفع	is high
is high	مرتفع
منخفض	Low
Low	منخفض
أفضل	is better
is better	أفضل
أسوأ	Worse
Worse	أسوأ
الأول	The first
The first	الأول
الثاني	The second
The second	الثاني
الأخير	The last
The last	الأخير
التالي	Next
Next	التالي
السابق	Previous
Previous	السابق
الجديد	The new
The new	الجديد
القديم	The old [[LINE_58]]
The old [[LINE_58]]	القديم
الحالي	Current
Current	الحالي
الماضي	The past
The past	الماضي
المستقبل	The future
The future	المستقبل
اليوم	Today
Today	اليوم
غداً	Tomorrow
Tomorrow	غداً
أمس	Yesterday
Yesterday	أمس
الآن	now
now	الآن
لاحقاً	Later
Later	لاحقاً
قريباً	Soon
Soon	قريباً
مباشرة	directly
directly	مباشرة
دائماً	Always
Always	دائماً
أبداً	Never
Never	أبداً
